State,Stab,PUMA,pumaName,cbsa,pctcbsa,CBSAName,CBSAType,pctcbsatype,csa,pctcsa,CSAName,PctUrban,pctnecta,TotPopACS,MedianAge,pctUnder18,pctOver65,pctWhite1,pctBlack1,pctAsian1,pctHispanicPop,TotHHs,MedianHHInc,FamHHs,MedianFamInc,PovUniverse,pctPoor,pctGrpQuarters,pctInCollege,pctBachelorsormore,pctForeignBorn,TotHUs,OccHUs,pctRenterOcc,MedianHValue,MedianGrossRent,ACSYears,TotPop10,Period
"FIPS state" ," " ," " ," " ,"Primary Core Based Stat Area (metro/micro area)" ,"% PUMA in CBSA" ,"Name of CBSA" ,"Primary CBSA type" ,"% PUMA in CBSAtype areas" ,"Consolidated Stat Area" ,"% PUMA in CSA" ,"Name of CSA" ,"% PUMA that is Urban (2010)" ,"% PUMA in NECTA" ,"Total Pop ACS 2013 Single-year Est" ,"Median age in years" ,"% Under 18" ,"% Over65" ,"% White1" ,"% Black1" ,"% Asian1" ,"% Hispanic Pop" ,"Total households" ,"Median household income" ,"Family households" ,"Median family income" ,"Persons for whom poverty status is determined" ,"% Poor" ,"% Group Quarters" ,"% In College" ,"% Bachelors degree or more" ,"% Foreign Born" ,"Total housing units" ,"Occupied housing units" ,"% Renter Occ HUs" ,"Median home value" ,"Median rent" ," " ,"Total Pop 2010 Census" ," "
06,CA,11103,Ventura County (Southwest)--Oxnard & Port Hueneme Cities,37100,100.0,"Ventura County, CA",Metro,100.0,348,100.0,"Los Angeles-Long Beach, CA",100.0,,"200,492",31.9,26.1,9.8,76.2,4.2,6.8,72.3,"51,936",$62220,"40,311",$61422,197605,17.7,1.0,25.3,15.8,34.4,"57,515","51,936",48.8,331800,"$1,344",2013,195386,1
06,CA,11104,Ventura County (Southwest)--San Buenaventura (Ventura) City,37100,100.0,"Ventura County, CA",Metro,100.0,348,100.0,"Los Angeles-Long Beach, CA",100.0,,"119,887",39.3,21.0,14.4,82.8,0.9,4.6,34.5,"45,177",$63428,"28,189",$77498,118502,11.2,1.6,34.7,32.8,14.6,"48,758","45,177",48.2,427700,"$1,383",2013,119372,1
06,CA,11105,"Ventura County (North)--Santa Paula, Fillmore & Ojai Cities",37100,100.0,"Ventura County, CA",Metro,100.0,348,100.0,"Los Angeles-Long Beach, CA",84.5,,"118,920",34.8,28.9,11.9,85.0,0.8,2.2,54.0,"33,518",$69545,"26,256",$75906,117592,20.4,1.6,22.6,22.0,23.3,"37,333","33,518",31.1,384900,"$1,300",2013,119708,1
06,CA,11106,Ventura County (South Central)--Camarillo & Moorpark Cities,37100,100.0,"Ventura County, CA",Metro,100.0,348,100.0,"Los Angeles-Long Beach, CA",96.4,,"129,215",36.7,24.9,13.8,76.7,1.3,9.7,30.4,"40,629",$92486,"31,133",101982,125453,7.7,3.0,29.7,35.8,19.5,"42,961","40,629",30.2,476400,"$1,703",2013,125548,1
06,CA,11300,"Yolo County--Davis, Woodland & West Sacramento Cities",40900,100.0,"Placer County, CA",Metro,100.0,472,100.0,"Sacramento-Roseville, CA",93.1,,"204,593",31.0,21.9,11.4,67.4,2.8,13.6,31.3,"71,024",$54898,"43,180",$72160,196522,18.8,3.9,52.9,38.5,23.5,"75,710","71,024",51.0,331200,"$1,110",2013,200849,1
08,CO,00100,Northeast Colorado--Eastern Plains Region,,45.3,,Micro,46.6,,92.0,,42.5,,"110,455",39.9,22.5,16.2,90.2,2.5,0.5,21.4,"40,727",$41389,"27,331",$50200,101904,15.2,7.6,17.2,15.6,6.2,"46,509","40,727",33.3,125700,$669,2013,110399,1
08,CO,00102,Larimer County (South)--Loveland City,22660,100.0,"Larimer County, CO",Metro,100.0,,100.0,,82.9,,"116,699",42.1,21.6,16.2,94.1,0.3,0.8,9.3,"48,454",$58874,"31,560",$70819,115564,9.7,1.1,18.0,35.5,4.0,"55,318","48,454",31.9,248400,$921,2013,115164,1
08,CO,00103,Larimer County (North)--Fort Collins City,22660,100.0,"Larimer County, CO",Metro,100.0,,100.0,,91.7,,"199,289",32.4,20.1,11.7,89.0,0.9,2.4,11.9,"75,423",$59188,"44,064",$81264,191848,17.0,3.9,52.6,48.8,6.7,"80,761","75,423",37.6,267200,"$1,031",2013,184466,1
08,CO,00200,"Northwest Colorado--Garfield, Routt, Moffat & Rio Blanco Counties",24060,56.8,"Glenwood Springs, CO",Micro,93.2,233,56.8,"Edwards-Glenwood Springs, CO",65.4,,"100,291",37.5,24.6,10.4,90.7,0.6,1.2,21.4,"36,382",$54208,"24,594",$62324,"98,675",15.1,1.8,18.0,33.0,10.6,"49,398","36,382",33.7,269400,$994,2013,100359,1
08,CO,00300,"Weld County (South Central)--Greeley, Windsor & Evans Cities",24540,100.0,"Weld County, CO",Metro,100.0,216,100.0,"Denver-Aurora, CO",87.7,,"184,922",31.9,27.4,11.0,77.4,1.6,1.1,31.0,"63,062",$55342,"45,187",$62725,178987,16.3,3.1,29.2,26.1,8.7,"66,693","63,062",34.9,180600,$797,2013,172967,1
08,CO,00400,"Eagle, Summit, Grand & Jackson Counties",20780,46.0,"Eagle County, CO",Micro,86.2,233,61.3,"Edwards-Glenwood Springs, CO",67.6,,"112,605",35.8,22.7,9.7,92.3,0.7,1.3,18.7,"37,830",$72514,"23,117",$92092,111897,10.8,0.9,15.4,44.6,10.5,"92,011","37,830",29.7,397900,"$1,109",2013,113576,1
08,CO,00600,"Fremont, Chaffee, Park, Lake, Huerfano, Pueblo (Southwest) & Custer Counties",15860,45.0,"Fremont County, CO",Micro,45.0,444,49.6,"Pueblo-Cañon City, CO",51.7,,"104,149",47.0,17.4,20.3,92.1,3.0,0.7,13.7,"39,662",$42391,"25,953",$53629,"91,453",12.4,12.3,16.7,24.0,4.2,"57,766","39,662",26.1,197400,$757,2013,103776,1
08,CO,00700,Pueblo County (North)--Pueblo City & Pueblo West,39380,100.0,"Pueblo County, CO",Metro,100.0,444,100.0,"Pueblo-Cañon City, CO",90.5,,"153,731",38.4,23.5,15.9,73.5,3.0,0.7,43.4,"59,805",$40786,"38,887",$48564,148952,20.4,3.3,27.0,21.4,5.1,"66,309","59,805",37.9,139100,$754,2013,150830,1
08,CO,00800,Southeast Colorado,,96.4,,,96.4,,96.4,,43.3,,"99,412",39.8,23.1,17.6,90.3,0.6,0.5,43.1,"38,111",$39314,"26,582",$45639,"96,595",21.5,2.9,24.9,20.0,6.6,"52,395","38,111",30.4,121100,$643,2013,100276,1
08,CO,00801,"DRCOG Mountains--Jefferson (West), Boulder (West), Clear Creek & Gilpin Counties",19740,78.5,"Clear Creek County, CO",Metro,100.0,216,100.0,"Denver-Aurora, CO",35.8,,"105,534",46.4,19.9,14.7,95.1,0.9,0.8,6.4,"42,941",$92162,"29,570",111201,104982,4.5,0.8,23.3,59.9,5.1,"50,268","42,941",15.9,421700,"$1,048",2013,101056,1
08,CO,00802,Boulder (Northeast) & Weld (Southwest) Counties--Longmont City & Erie Town,14500,70.2,"Boulder County, CO",Metro,100.0,216,100.0,"Denver-Aurora, CO",89.3,,"165,433",38.7,26.0,11.5,84.1,1.1,3.2,20.7,"60,158",$73334,"43,160",$83397,164767,10.4,0.4,20.9,40.4,9.6,"62,224","60,158",25.6,276800,"$1,029",2013,154539,1
08,CO,00803,Boulder County (Central)--Boulder City,14500,100.0,"Boulder County, CO",Metro,100.0,216,100.0,"Denver-Aurora, CO",96.6,,"119,288",29.6,15.4,10.1,91.0,0.8,4.3,7.3,"49,679",$60291,"21,041",101646,110047,19.7,7.7,65.1,73.4,9.1,"51,659","49,679",49.7,504000,"$1,217",2013,113853,1
08,CO,00804,"Broomfield, Jefferson (Northeast), Adams (Northwest) & Boulder (Southeast) Count",19740,63.8,"Clear Creek County, CO",Metro,100.0,216,100.0,"Denver-Aurora, CO",98.7,,"146,324",38.1,24.4,11.4,85.8,1.0,6.8,11.7,"58,861",$80740,"40,411",$96040,145342,5.9,0.4,21.8,53.5,10.1,"60,524","58,861",28.0,291700,"$1,347",2013,140132,1
08,CO,00805,Adams (West) & Jefferson (Far Northeast) Counties--Westminster & Northglenn Citi,19740,100.0,"Clear Creek County, CO",Metro,100.0,216,100.0,"Denver-Aurora, CO",100.0,,"124,186",33.7,25.0,11.3,87.6,1.5,2.9,23.4,"46,378",$61863,"30,213",$71632,123160,9.6,0.5,28.2,30.6,8.2,"48,092","46,378",43.1,220700,"$1,012",2013,117899,1
08,CO,00806,Adams County (West Central)--Thornton & Federal Heights Cities,19740,100.0,"Clear Creek County, CO",Metro,100.0,216,100.0,"Denver-Aurora, CO",99.9,,"147,299",32.8,29.8,8.6,83.2,1.8,5.7,38.4,"47,916",$56371,"35,504",$65248,146071,10.5,0.3,21.8,21.6,15.1,"49,253","47,916",30.8,193100,"$1,071",2013,135704,1
08,CO,00807,Adams County (West Central)--Commerce City & Brighton Cities,19740,100.0,"Clear Creek County, CO",Metro,100.0,216,100.0,"Denver-Aurora, CO",95.9,,"157,751",34.0,27.5,9.6,88.1,2.2,1.9,46.5,"51,340",$58149,"36,556",$64983,155358,12.0,1.7,17.5,21.1,16.0,"54,085","51,340",31.4,185000,$881,2013,151662,1
08,CO,00808,Arapahoe County (West)--Aurora (Southwest) & Centennial (East) Cities,19740,100.0,"Clear Creek County, CO",Metro,100.0,216,100.0,"Denver-Aurora, CO",100.0,,"113,349",34.7,28.3,6.6,78.0,5.8,7.0,12.0,"38,434",$77124,"29,586",$86608,112767,7.3,0.2,24.3,40.1,9.5,"39,490","38,434",26.2,245900,"$1,284",2013,108362,1
08,CO,00809,Arapahoe (West) & Adams (South Central) Counties--Aurora City (North Central),19740,100.0,"Clear Creek County, CO",Metro,100.0,216,100.0,"Denver-Aurora, CO",100.0,,"111,609",35.0,24.7,11.4,55.9,18.2,4.5,29.9,"42,577",$46598,"26,347",$52990,110874,20.6,0.6,28.8,22.7,18.1,"43,791","42,577",46.6,159700,$942,2013,112827,1
08,CO,00810,Arapahoe (Northwest) & Adams (Southwest) Counties--Aurora City (Northwest),19740,100.0,"Clear Creek County, CO",Metro,100.0,216,100.0,"Denver-Aurora, CO",100.0,,"127,744",31.1,27.5,9.5,56.9,19.6,4.7,39.0,"43,407",$42172,"27,321",$47380,126591,23.7,0.7,25.8,21.4,26.7,"46,158","43,407",56.6,155300,$906,2013,112878,1
08,CO,00811,Arapahoe County (Southwest)--Centennial (West & Central) & Greenwood Village Cit,19740,100.0,"Clear Creek County, CO",Metro,100.0,216,100.0,"Denver-Aurora, CO",100.0,,"116,614",40.9,23.6,15.3,84.7,1.9,6.7,7.6,"45,887",$87716,"32,343",101180,115773,6.4,0.9,19.0,62.4,11.0,"47,346","45,887",30.2,339700,"$1,248",2013,110222,1
08,CO,00812,Denver City (Northeast),19740,100.0,"Clear Creek County, CO",Metro,100.0,216,100.0,"Denver-Aurora, CO",100.0,,"173,540",32.7,26.5,7.9,67.7,21.2,2.7,35.9,"57,801",$58876,"33,657",$64243,168483,19.1,3.7,24.3,37.8,17.0,"60,457","57,801",38.0,231400,"$1,040",2013,151191,1
08,CO,00813,Denver City (Northwest),19740,100.0,"Clear Creek County, CO",Metro,100.0,216,100.0,"Denver-Aurora, CO",100.0,,"102,491",33.5,15.0,9.1,83.1,5.5,2.3,34.7,"49,716",$46619,"17,574",$55811,"99,627",24.0,3.4,48.0,45.1,13.1,"54,127","49,716",57.0,300500,$828,2013,100124,1
08,CO,00814,Denver City (South Central),19740,100.0,"Clear Creek County, CO",Metro,100.0,216,100.0,"Denver-Aurora, CO",100.0,,"113,932",34.4,15.1,11.1,88.0,3.8,2.8,11.0,"56,814",$61909,"20,951",115269,111240,16.0,2.6,51.7,69.5,7.6,"61,012","56,814",50.6,452300,$872,2013,102044,1
08,CO,00815,Denver City (Southeast),19740,100.0,"Clear Creek County, CO",Metro,100.0,216,100.0,"Denver-Aurora, CO",100.0,,"161,904",37.8,16.9,15.2,74.8,12.1,4.5,11.5,"80,264",$47307,"34,752",$63036,160135,16.0,0.9,41.5,49.9,15.4,"87,542","80,264",54.5,260600,$907,2013,154017,1
08,CO,00816,Denver City (Southwest),19740,100.0,"Clear Creek County, CO",Metro,100.0,216,100.0,"Denver-Aurora, CO",100.0,,"127,579",31.6,28.5,9.2,78.0,1.7,5.0,59.6,"42,526",$45444,"26,955",$50037,126723,20.5,0.9,16.9,18.6,23.5,"45,414","42,526",47.7,184700,$926,2013,119271,1
08,CO,00817,Jefferson County (Northeast)--Arvada City,19740,100.0,"Clear Creek County, CO",Metro,100.0,216,100.0,"Denver-Aurora, CO",99.6,,"116,843",38.9,22.9,13.5,92.0,0.8,1.3,16.1,"46,148",$65510,"30,012",$79874,116365,10.3,0.8,25.5,36.7,6.8,"47,143","46,148",29.1,244400,$995,2013,112651,1
08,CO,00818,"Jefferson County (East Central)--Lakewood (North), Wheat Ridge & Golden Cities",19740,100.0,"Clear Creek County, CO",Metro,100.0,216,100.0,"Denver-Aurora, CO",99.9,,"122,759",37.7,18.5,16.3,89.4,1.1,1.5,23.4,"52,530",$46219,"28,090",$58985,116984,20.4,4.7,42.3,32.5,9.6,"54,293","52,530",48.5,260000,$920,2013,116177,1
08,CO,00819,Jefferson County (East Central)--Lakewood City (South) & Dakota Ridge,19740,100.0,"Clear Creek County, CO",Metro,100.0,216,100.0,"Denver-Aurora, CO",99.6,,"139,012",40.8,20.8,14.1,88.5,1.5,3.5,14.2,"55,348",$72226,"35,281",$83125,136459,6.3,1.5,27.6,39.8,7.1,"58,437","55,348",25.5,247100,"$1,076",2013,138358,1
08,CO,00820,"Arapahoe (West) & Jefferson (East) Counties--Littleton, Englewood Cities & Colum",19740,100.0,"Clear Creek County, CO",Metro,100.0,216,100.0,"Denver-Aurora, CO",100.0,,"110,560",41.5,19.0,16.0,86.8,1.7,3.1,14.3,"46,337",$63221,"27,821",$76567,109927,9.1,0.9,28.7,41.5,6.9,"49,179","46,337",35.2,252800,"$1,033",2013,103909,1
08,CO,00821,Douglas (West) & Jefferson (Southeast) Counties--Highlands Ranch & Chatfield Par,19740,100.0,"Clear Creek County, CO",Metro,100.0,216,100.0,"Denver-Aurora, CO",98.1,,"133,803",37.1,27.5,9.6,90.3,0.6,5.5,10.2,"48,175",101174,"36,040",114235,133581,3.4,0.1,21.3,56.2,7.7,"50,116","48,175",23.5,320000,"$1,452",2013,122537,1
08,CO,00822,Douglas County (South)--Castle Rock Town,19740,100.0,"Clear Creek County, CO",Metro,100.0,216,100.0,"Denver-Aurora, CO",82.8,,"105,711",38.9,29.8,11.1,91.6,0.5,4.3,7.7,"35,521",112439,"29,714",122701,105112,2.9,0.5,16.5,56.1,7.3,"37,463","35,521",12.2,383500,"$1,406",2013,102075,1
08,CO,00823,Douglas (Northeast) & Elbert (West) Counties--Parker Town & The Pinery,19740,100.0,"Clear Creek County, CO",Metro,100.0,216,100.0,"Denver-Aurora, CO",73.0,,"116,209",38.3,27.5,8.1,92.3,0.9,2.2,6.6,"41,570",$91986,"31,031",107552,115964,4.2,0.2,17.8,51.0,4.4,"43,332","41,570",20.2,332900,"$1,330",2013,110107,1
08,CO,00824,DRCOG East Plains--Arapahoe (East) & Adams (East) Counties--Aurora City (Northea,19740,71.2,"Clear Creek County, CO",Metro,100.0,216,100.0,"Denver-Aurora, CO",67.9,,"107,950",36.3,28.3,9.7,79.1,6.0,3.9,22.9,"36,999",$67077,"28,207",$75299,106513,8.3,1.1,20.3,28.8,9.8,"39,616","36,999",22.3,241900,"$1,136",2013,101546,1
08,CO,00900,"La Plata, Montezuma, Gunnison, Archuleta, Dolores, Hinsdale & San Juan Counties",,51.9,,,51.9,,100.0,,37.3,,"111,331",40.5,20.0,15.7,87.9,0.6,0.5,12.2,"43,740",$51632,"27,760",$63755,108181,14.4,2.9,27.7,38.9,4.7,"62,085","43,740",35.9,270700,$896,2013,107883,1
08,CO,01001,Mesa County (Central)--Greater Grand Junction & Fruita Cities,24300,100.0,"Mesa County, CO",Metro,100.0,,100.0,,98.1,,"132,171",37.3,22.7,16.5,93.1,1.1,0.5,15.0,"52,311",$43656,"34,437",$53672,128221,17.8,2.6,31.4,27.4,2.5,"55,661","52,311",34.5,192900,$797,2013,128898,1
08,CO,01002,"Mesa (Outside Grand Junction City), Montrose, Delta, San Miguel & Ouray Counties",,42.0,,,42.0,,100.0,,34.9,,"97,569",46.1,21.1,19.5,92.6,1.0,0.5,14.7,"39,365",$44929,"26,310",$56710,"95,557",12.8,1.9,10.0,24.4,5.7,"49,446","39,365",27.0,211900,$946,2013,101848,1
08,CO,04101,El Paso (Outside Colorado Springs City) & Teller Counties--Fountain City,17820,100.0,"Colorado Springs, CO",Metro,100.0,,100.0,,59.7,,"117,896",29.4,25.5,8.7,84.8,4.8,2.0,10.8,"38,296",$60451,"29,214",$62362,107491,6.5,8.5,38.5,27.4,3.6,"45,378","38,296",33.3,208800,"$1,182",2013,111548,1
08,CO,04102,El Paso County (West Central)--Colorado Springs City (West),17820,100.0,"Colorado Springs, CO",Metro,100.0,,100.0,,98.0,,"106,733",40.2,19.6,16.1,87.4,3.2,2.6,12.8,"46,233",$54506,"28,319",$75140,105731,11.9,0.9,33.9,45.7,7.8,"51,106","46,233",39.8,247500,$925,2013,107035,1
08,CO,04103,El Paso County (Central)--Colorado Springs City (Central),17820,100.0,"Colorado Springs, CO",Metro,100.0,,100.0,,100.0,,"114,891",35.9,21.1,15.6,78.5,5.6,2.7,14.5,"47,547",$41915,"26,761",$60261,110652,19.0,3.8,37.9,31.3,5.9,"49,489","47,547",46.0,178700,$737,2013,102746,1
08,CO,04104,El Paso County (Central)--Colorado Springs City (East) & Cimarron Hills,17820,100.0,"Colorado Springs, CO",Metro,100.0,,100.0,,100.0,,"110,454",33.1,27.4,9.2,81.4,5.8,3.6,13.0,"38,991",$69353,"29,358",$80036,110290,4.8,0.0,32.0,35.4,6.4,"40,833","38,991",29.7,196900,"$1,249",2013,108283,1
08,CO,04105,El Paso County (Central)--Colorado Springs City (South) & Security-Widefield,17820,100.0,"Colorado Springs, CO",Metro,100.0,,100.0,,100.0,,"113,190",30.6,26.0,8.8,62.4,10.7,2.4,30.9,"41,002",$44188,"26,738",$48281,111501,19.1,1.2,34.2,18.1,10.4,"45,264","41,002",47.9,145900,$859,2013,109521,1
08,CO,04106,El Paso County (North Central)--Colorado Springs City (North) & Monument Town,17820,100.0,"Colorado Springs, CO",Metro,100.0,,100.0,,78.5,,"115,155",38.2,30.0,9.9,87.7,3.5,3.0,11.0,"38,532",100604,"31,632",109310,115117,3.6,0.1,20.6,52.5,5.7,"39,848","38,532",19.4,322900,"$1,316",2013,106480,1
09,CT,00100,"Danbury, Ridgefield, Bethel, Brookfield, New Fairfield, Redding & Sherman Towns",14860,100.0,"Fairfield County, CT",Metro,100.0,408,100.0,"New York-Newark, NY-NJ-CT-PA",89.5,79.8,"170,239",41.3,22.6,14.7,79.6,2.8,4.3,19.3,"58,934",$82875,"43,650",$99649,166239,6.8,2.4,23.7,42.4,21.9,"66,218","58,934",26.8,347100,"$1,266",2013,167187,1
09,CT,00101,"Fairfield, New Canaan, Wilton, Weston & Easton Towns",14860,100.0,"Fairfield County, CT",Metro,100.0,408,100.0,"New York-Newark, NY-NJ-CT-PA",91.7,100.0,"122,759",41.4,29.4,14.7,90.1,1.6,4.1,5.7,"39,100",136500,"30,782",168190,117135,5.2,4.0,20.1,66.8,11.4,"40,681","39,100",15.8,718400,"$1,564",2013,114873,1
09,CT,00102,Stamford & Greenwich Towns,14860,100.0,"Fairfield County, CT",Metro,100.0,408,100.0,"New York-Newark, NY-NJ-CT-PA",96.9,100.0,"188,853",39.0,22.0,14.0,69.6,9.8,8.1,20.2,"70,124",$83492,"45,452",119550,186909,10.7,1.1,23.6,51.5,30.8,"78,821","70,124",41.7,642500,"$1,641",2013,183814,1
09,CT,00103,"Norwalk, Westport & Darien Towns",14860,100.0,"Fairfield County, CT",Metro,100.0,408,100.0,"New York-Newark, NY-NJ-CT-PA",99.9,100.0,"135,523",40.5,24.3,13.5,79.5,10.8,5.2,17.4,"48,478",$96525,"33,828",116859,134756,7.6,0.8,21.3,54.1,22.7,"52,685","48,478",31.2,589700,"$1,560",2013,132726,1
09,CT,00104,Bridgeport Town,14860,100.0,"Fairfield County, CT",Metro,100.0,408,100.0,"New York-Newark, NY-NJ-CT-PA",100.0,100.0,"147,216",32.1,25.4,9.9,38.4,36.3,2.7,39.1,"48,273",$42687,"31,937",$46296,143006,21.7,3.1,30.6,18.4,30.0,"56,503","48,273",61.0,163400,"$1,104",2013,144229,1
09,CT,00105,"Stratford, Shelton, Trumbull, Newtown & Monroe Towns",14860,100.0,"Fairfield County, CT",Metro,100.0,408,100.0,"New York-Newark, NY-NJ-CT-PA",94.8,100.0,"175,314",44.8,21.5,17.7,85.0,6.6,3.4,6.9,"63,153",$88362,"44,081",106159,173257,5.8,1.3,22.2,42.7,11.4,"67,567","63,153",15.4,330900,"$1,203",2013,174000,1
09,CT,00300,Hartford County (North),25540,100.0,"Hartford County, CT",Metro,100.0,278,100.0,"Hartford-West Hartford, CT",86.4,53.4,"156,048",42.1,19.6,15.1,81.3,10.2,5.0,6.5,"57,722",$79484,"40,533",$93428,149313,5.7,4.2,28.3,36.8,10.9,"63,398","57,722",21.4,222600,"$1,136",2013,157346,1
09,CT,00301,Manchester & East Hartford Towns,25540,100.0,"Hartford County, CT",Metro,100.0,278,100.0,"Hartford-West Hartford, CT",99.4,100.0,"109,412",36.0,21.7,12.6,59.1,20.0,6.4,23.9,"44,104",$55686,"26,785",$62572,107971,13.4,1.2,29.1,27.1,18.1,"46,259","44,104",47.0,170700,"$1,017",2013,109493,1
09,CT,00302,Hartford Town,25540,100.0,"Hartford County, CT",Metro,100.0,278,100.0,"Hartford-West Hartford, CT",100.0,100.0,"125,035",30.0,25.9,11.1,29.3,42.2,2.2,43.4,"46,212",$27417,"27,226",$30588,117756,35.2,6.6,27.8,16.2,22.1,"53,505","46,212",76.5,153000,$875,2013,124775,1
09,CT,00303,"West Hartford, Farmington, Simsbury, Bloomfield, Avon & Canton Towns",25540,100.0,"Hartford County, CT",Metro,100.0,278,100.0,"Hartford-West Hartford, CT",94.3,100.0,"164,820",43.2,21.9,16.8,78.9,10.3,6.7,8.1,"63,339",$88607,"44,482",110989,161865,5.7,2.1,26.4,56.2,15.5,"66,834","63,339",23.0,304600,"$1,119",2013,160995,1
09,CT,00304,"Bristol, Southington & Burlington Towns",25540,100.0,"Hartford County, CT",Metro,100.0,278,100.0,"Hartford-West Hartford, CT",92.4,100.0,"114,123",44.0,21.0,17.9,92.3,1.4,2.6,3.8,"45,269",$67948,"30,809",$83561,113148,7.9,1.0,25.6,32.2,7.3,"48,605","45,269",23.6,226000,$912,2013,112847,1
09,CT,00305,"New Britain, Berlin & Plainville Towns",25540,100.0,"Hartford County, CT",Metro,100.0,278,100.0,"Hartford-West Hartford, CT",98.0,100.0,"110,134",38.1,23.0,15.6,74.9,9.0,3.4,29.9,"41,936",$48403,"26,810",$59222,106487,15.4,3.2,32.7,24.0,13.4,"46,780","41,936",46.3,181500,$935,2013,110788,1
09,CT,00306,"Glastonbury, Newington, Wethersfield, Rocky Hill & Marlborough Towns",25540,100.0,"Hartford County, CT",Metro,100.0,278,100.0,"Hartford-West Hartford, CT",94.5,100.0,"118,700",43.9,21.1,18.6,86.9,1.9,6.6,6.9,"47,033",$84270,"31,871",106645,117413,6.8,1.7,26.1,45.5,15.5,"48,264","47,033",19.9,261600,"$1,141",2013,117770,1
09,CT,00500,Litchfield County,45860,100.0,"Litchfield County, CT",Micro,100.0,408,100.0,"New York-Newark, NY-NJ-CT-PA",58.6,34.0,"186,924",45.7,20.0,17.5,93.1,1.7,2.0,5.2,"75,029",$70981,"50,896",$87052,184394,6.7,1.7,21.7,34.0,8.0,"87,262","75,029",24.3,250500,$882,2013,189927,1
09,CT,00700,Middlesex County,25540,100.0,"Hartford County, CT",Metro,100.0,278,100.0,"Hartford-West Hartford, CT",75.5,64.0,"165,562",44.4,19.7,17.2,88.5,5.2,2.7,5.5,"65,304",$75303,"40,183",100407,160979,7.4,3.3,28.8,40.3,7.8,"75,020","65,304",24.3,286100,$958,2013,165676,1
09,CT,00900,New Haven County (Northwest),35300,100.0,"New Haven County, CT",Metro,100.0,408,100.0,"New York-Newark, NY-NJ-CT-PA",88.6,53.6,"133,187",43.5,22.6,16.7,89.4,4.0,3.1,7.2,"47,921",$85156,"33,455",108042,129488,4.9,3.5,22.6,40.0,8.4,"52,086","47,921",20.5,290800,"$1,087",2013,133419,1
09,CT,00901,Waterbury Town,35300,100.0,"New Haven County, CT",Metro,100.0,408,100.0,"New York-Newark, NY-NJ-CT-PA",100.0,100.0,"109,687",34.4,25.6,12.6,67.7,20.6,2.8,37.8,"39,856",$36736,"23,330",$45974,108113,27.1,1.8,26.9,14.9,16.1,"47,474","39,856",59.5,129100,$866,2013,110366,1
09,CT,00902,"Meriden, Wallingford & North Haven Towns",35300,100.0,"New Haven County, CT",Metro,100.0,408,100.0,"New York-Newark, NY-NJ-CT-PA",98.3,100.0,"129,286",43.4,17.8,16.2,85.6,6.0,3.2,15.5,"51,360",$61103,"33,792",$79586,127392,8.6,1.7,28.1,30.6,8.4,"60,476","51,360",28.8,223100,$980,2013,130096,1
09,CT,00903,"Hamden, Ansonia, Seymour, Derby, Woodbridge & Bethany Towns",35300,100.0,"New Haven County, CT",Metro,100.0,408,100.0,"New York-Newark, NY-NJ-CT-PA",95.3,53.6,"127,173",40.4,20.4,14.3,77.1,10.9,6.2,12.2,"44,495",$63453,"29,187",$83198,121555,12.9,4.5,41.4,37.6,13.4,"49,723","44,495",34.3,234800,"$1,136",2013,124204,1
09,CT,00904,"West Haven, Milford & Orange Towns",35300,100.0,"New Haven County, CT",Metro,100.0,408,100.0,"New York-Newark, NY-NJ-CT-PA",100.0,56.9,"121,909",39.4,22.5,14.8,77.3,11.8,3.8,11.8,"44,500",$68521,"28,800",$87071,118374,9.8,2.9,34.6,36.8,11.6,"48,425","44,500",29.7,270700,"$1,128",2013,122279,1
09,CT,00905,New Haven Town,35300,100.0,"New Haven County, CT",Metro,100.0,408,100.0,"New York-Newark, NY-NJ-CT-PA",100.0,100.0,"130,654",30.7,21.6,11.7,40.8,34.4,4.9,26.9,"49,986",$36196,"26,348",$42381,121887,23.5,7.6,44.3,31.6,14.0,"55,802","49,986",71.4,184100,"$1,062",2013,129779,1
09,CT,00906,"East Haven, Branford, Guilford, Madison & North Branford Towns",35300,100.0,"New Haven County, CT",Metro,100.0,408,100.0,"New York-Newark, NY-NJ-CT-PA",92.8,100.0,"110,391",48.5,19.0,21.5,94.1,0.9,2.7,5.2,"42,930",$78623,"29,621",101665,109341,4.8,1.1,22.8,40.1,7.3,"47,466","42,930",23.8,317600,"$1,125",2013,112334,1
09,CT,01100,New London County (North),35980,100.0,"New London County, CT",Metro,100.0,278,100.0,"Hartford-West Hartford, CT",58.7,83.2,"143,076",40.0,22.3,12.6,82.1,4.4,3.5,8.1,"52,638",$69995,"37,241",$80965,140406,7.1,2.1,25.2,25.7,7.5,"57,833","52,638",28.5,227200,$974,2013,139086,1
09,CT,01101,New London County (South),35980,100.0,"New London County, CT",Metro,100.0,278,100.0,"Hartford-West Hartford, CT",90.2,100.0,"131,074",41.0,18.7,18.0,81.2,7.6,4.5,11.3,"54,248",$60311,"33,787",$73128,121532,11.2,7.4,33.5,38.8,8.4,"63,001","54,248",39.0,265000,"$1,048",2013,134969,1
09,CT,01300,Tolland County,25540,100.0,"Hartford County, CT",Metro,100.0,278,100.0,"Hartford-West Hartford, CT",61.8,92.5,"151,377",39.1,19.0,13.6,89.7,3.1,4.0,4.8,"53,396",$72954,"35,408",$87898,134553,5.3,11.2,47.8,36.4,6.4,"58,338","53,396",30.0,247700,"$1,023",2013,152691,1
